language,sentence,n,edgelist,root
Portuguese,368,20,"[(9, 5), (7, 20), (9, 7), (9, 10), (15, 1), (10, 15), (15, 6), (8, 18), (6, 8), (3, 4), (3, 12), (8, 3), (13, 2), (13, 16), (19, 14), (16, 19), (10, 13), (11, 17), (13, 11)]",9
Portuguese,370,19,"[(18, 16), (16, 19), (19, 6), (6, 5), (5, 3), (18, 12), (9, 18), (18, 4), (8, 10), (9, 8), (8, 14), (17, 1), (13, 11), (13, 15), (17, 13), (9, 17), (2, 7), (17, 2)]",9
Portuguese,371,18,"[(12, 7), (15, 12), (15, 9), (10, 14), (15, 10), (3, 18), (15, 3), (3, 17), (17, 6), (2, 16), (2, 8), (6, 2), (6, 4), (11, 5), (4, 11), (15, 13), (13, 1)]",15
Portuguese,372,26,"[(4, 7), (17, 4), (26, 10), (17, 26), (26, 6), (20, 11), (6, 20), (20, 25), (25, 13), (20, 21), (21, 23), (5, 1), (23, 5), (5, 19), (22, 9), (19, 22), (20, 12), (12, 3), (24, 14), (3, 24), (15, 16), (24, 15), (15, 18), (8, 2), (18, 8)]",17
Portuguese,374,19,"[(6, 11), (11, 10), (18, 13), (18, 2), (10, 18), (4, 7), (6, 4), (6, 19), (19, 12), (17, 15), (12, 17), (17, 5), (17, 16), (1, 3), (16, 1), (1, 8), (9, 14), (8, 9)]",6
Portuguese,375,10,"[(7, 6), (8, 7), (7, 9), (9, 5), (5, 3), (3, 2), (8, 4), (4, 1), (1, 10)]",8
Portuguese,377,20,"[(11, 8), (16, 11), (11, 9), (15, 19), (16, 15), (13, 18), (13, 3), (15, 13), (13, 17), (17, 20), (2, 4), (13, 2), (2, 14), (2, 10), (12, 6), (10, 12), (12, 7), (1, 5), (7, 1)]",16
Portuguese,379,35,"[(20, 35), (27, 20), (20, 18), (20, 32), (32, 22), (20, 12), (5, 1), (12, 5), (5, 6), (6, 21), (28, 33), (20, 28), (28, 3), (34, 10), (3, 34), (34, 30), (30, 8), (8, 16), (15, 14), (16, 15), (27, 2), (2, 13), (2, 7), (7, 25), (19, 31), (25, 19), (23, 17), (19, 23), (23, 4), (11, 9), (4, 11), (11, 26), (11, 29), (29, 24)]",27
Portuguese,382,30,"[(30, 27), (30, 16), (16, 13), (13, 10), (10, 8), (8, 9), (26, 7), (30, 26), (26, 3), (26, 6), (6, 29), (18, 28), (30, 18), (18, 21), (14, 25), (21, 14), (17, 19), (30, 17), (22, 11), (22, 2), (17, 22), (17, 20), (5, 12), (20, 5), (5, 1), (17, 4), (24, 15), (4, 24), (24, 23)]",30
Portuguese,383,10,"[(9, 8), (9, 6), (4, 9), (9, 1), (7, 10), (4, 7), (7, 3), (2, 5), (3, 2)]",4
Portuguese,385,16,"[(12, 3), (3, 11), (12, 7), (10, 4), (10, 6), (12, 10), (10, 9), (10, 5), (5, 13), (2, 16), (12, 2), (2, 14), (15, 1), (2, 15), (15, 8)]",12
Portuguese,388,24,"[(17, 12), (8, 17), (17, 20), (8, 11), (11, 5), (13, 2), (5, 13), (13, 19), (19, 21), (13, 16), (16, 23), (23, 14), (10, 9), (14, 10), (22, 7), (13, 22), (24, 6), (22, 24), (24, 4), (4, 15), (24, 18), (3, 1), (18, 3)]",8
Portuguese,389,15,"[(7, 8), (7, 2), (5, 7), (6, 9), (5, 6), (6, 10), (14, 13), (6, 14), (14, 15), (15, 11), (11, 3), (3, 1), (12, 4), (1, 12)]",5
Portuguese,390,15,"[(14, 5), (11, 14), (14, 2), (14, 13), (13, 9), (9, 12), (12, 15), (8, 1), (11, 8), (8, 3), (6, 7), (3, 6), (6, 4), (4, 10)]",11
Portuguese,393,31,"[(14, 9), (15, 8), (20, 15), (15, 22), (22, 17), (17, 12), (12, 7), (9, 20), (20, 11), (20, 3), (3, 27), (23, 13), (27, 23), (23, 30), (3, 5), (18, 24), (5, 18), (18, 26), (26, 6), (10, 31), (14, 10), (14, 4), (4, 2), (2, 29), (29, 25), (29, 16), (16, 28), (28, 19), (14, 1), (1, 21)]",14
Portuguese,395,29,"[(10, 16), (29, 10), (10, 18), (18, 2), (2, 3), (13, 17), (18, 13), (19, 7), (13, 19), (19, 26), (4, 21), (29, 4), (29, 27), (20, 28), (27, 20), (20, 24), (24, 11), (29, 14), (14, 5), (15, 22), (5, 15), (9, 8), (5, 9), (9, 6), (12, 25), (6, 12), (12, 1), (1, 23)]",29
Portuguese,396,33,"[(19, 24), (6, 32), (24, 6), (6, 33), (1, 30), (33, 1), (1, 18), (31, 25), (19, 31), (31, 17), (15, 12), (17, 15), (19, 26), (23, 5), (23, 20), (26, 23), (23, 8), (10, 21), (8, 10), (23, 28), (28, 7), (16, 2), (7, 16), (16, 4), (3, 14), (4, 3), (9, 27), (28, 9), (9, 29), (11, 13), (11, 22), (29, 11)]",19
Portuguese,397,22,"[(18, 15), (15, 5), (5, 16), (22, 8), (22, 10), (18, 20), (22, 18), (18, 7), (11, 19), (11, 6), (7, 11), (18, 9), (3, 2), (9, 3), (3, 13), (1, 12), (13, 1), (1, 17), (17, 14), (4, 21), (1, 4)]",22
Portuguese,398,13,"[(13, 9), (13, 12), (13, 4), (11, 13), (11, 3), (3, 7), (1, 8), (3, 1), (1, 2), (2, 6), (6, 5), (5, 10)]",11
Portuguese,399,20,"[(18, 7), (2, 17), (7, 2), (12, 14), (18, 12), (20, 4), (18, 20), (20, 9), (9, 11), (20, 1), (19, 10), (19, 5), (1, 19), (19, 15), (6, 8), (6, 16), (19, 6), (13, 3), (6, 13)]",18
Portuguese,400,16,"[(2, 9), (9, 16), (16, 11), (6, 15), (2, 6), (7, 1), (2, 7), (7, 3), (10, 5), (3, 10), (10, 8), (8, 13), (14, 12), (13, 14), (14, 4)]",2
Portuguese,402,21,"[(1, 16), (1, 3), (3, 6), (6, 20), (19, 12), (20, 19), (5, 4), (3, 5), (5, 14), (3, 15), (15, 18), (18, 10), (10, 17), (2, 8), (17, 2), (13, 21), (10, 13), (13, 11), (9, 7), (11, 9)]",1
Portuguese,404,16,"[(13, 3), (12, 13), (13, 7), (13, 16), (2, 14), (16, 2), (12, 1), (1, 8), (8, 9), (6, 5), (11, 15), (6, 11), (11, 10), (12, 6), (6, 4)]",12
Portuguese,407,20,"[(19, 4), (17, 19), (19, 7), (19, 2), (2, 20), (20, 15), (14, 8), (17, 14), (14, 5), (12, 3), (5, 12), (14, 9), (10, 18), (9, 10), (10, 1), (10, 16), (16, 6), (10, 11), (11, 13)]",17
Portuguese,408,39,"[(35, 16), (16, 2), (8, 4), (2, 8), (8, 26), (8, 9), (7, 14), (9, 7), (7, 39), (21, 17), (7, 21), (25, 33), (21, 25), (25, 32), (25, 27), (35, 3), (29, 35), (35, 18), (29, 34), (30, 1), (34, 30), (30, 11), (20, 6), (11, 20), (20, 36), (12, 15), (11, 12), (24, 31), (12, 24), (24, 13), (28, 23), (28, 38), (24, 28), (19, 10), (28, 19), (28, 37), (22, 5), (37, 22)]",29
Portuguese,410,28,"[(4, 24), (14, 4), (11, 27), (14, 11), (11, 18), (18, 21), (14, 2), (9, 7), (9, 15), (2, 9), (1, 12), (14, 1), (25, 10), (1, 25), (1, 22), (22, 16), (16, 13), (13, 5), (6, 23), (16, 6), (6, 19), (1, 3), (26, 17), (3, 26), (26, 20), (20, 8), (8, 28)]",14
Portuguese,411,27,"[(27, 26), (26, 15), (15, 17), (17, 13), (13, 21), (21, 12), (4, 3), (4, 22), (27, 4), (4, 9), (16, 11), (9, 16), (4, 18), (27, 10), (27, 5), (6, 8), (5, 6), (6, 20), (27, 1), (1, 14), (7, 2), (14, 7), (7, 23), (7, 24), (25, 19), (24, 25)]",27
Portuguese,412,57,"[(55, 1), (56, 55), (55, 13), (50, 23), (50, 36), (13, 50), (50, 38), (38, 27), (27, 24), (55, 21), (21, 29), (51, 44), (29, 51), (51, 25), (43, 33), (25, 43), (56, 48), (8, 52), (30, 8), (8, 17), (49, 34), (17, 49), (49, 46), (46, 22), (22, 41), (3, 16), (6, 3), (57, 4), (57, 10), (3, 57), (41, 6), (48, 30), (30, 20), (54, 2), (20, 54), (40, 12), (48, 40), (39, 14), (9, 39), (42, 9), (9, 37), (18, 19), (37, 18), (18, 15), (15, 45), (45, 35), (26, 31), (5, 26), (53, 7), (53, 47), (26, 53), (35, 5), (40, 42), (42, 32), (28, 11), (32, 28)]",56
Portuguese,413,23,"[(22, 6), (4, 22), (22, 9), (9, 2), (4, 15), (15, 16), (14, 18), (16, 14), (14, 11), (12, 3), (11, 12), (12, 17), (10, 1), (17, 10), (12, 20), (20, 13), (13, 7), (4, 21), (21, 19), (5, 8), (5, 23), (21, 5)]",4
Portuguese,416,34,"[(17, 16), (17, 14), (14, 32), (18, 33), (32, 18), (18, 23), (15, 28), (23, 15), (20, 2), (2, 9), (14, 20), (20, 8), (34, 11), (8, 34), (27, 10), (8, 27), (12, 6), (27, 12), (12, 7), (1, 13), (7, 1), (1, 24), (21, 22), (24, 21), (17, 26), (3, 30), (26, 3), (17, 19), (19, 5), (5, 29), (29, 4), (31, 25), (19, 31)]",17
Portuguese,418,31,"[(30, 16), (16, 28), (19, 4), (1, 29), (19, 1), (28, 19), (19, 2), (12, 27), (2, 12), (19, 11), (20, 25), (11, 20), (20, 9), (3, 13), (30, 3), (3, 21), (31, 15), (21, 31), (10, 6), (10, 17), (3, 10), (10, 18), (18, 7), (7, 5), (23, 22), (7, 23), (23, 8), (23, 14), (24, 26), (14, 24)]",30
Portuguese,420,23,"[(8, 13), (12, 8), (16, 23), (12, 16), (16, 10), (10, 19), (19, 18), (6, 20), (16, 6), (6, 14), (14, 17), (17, 21), (21, 3), (5, 11), (3, 5), (5, 22), (7, 15), (22, 7), (2, 9), (6, 2), (2, 1), (1, 4)]",12
Portuguese,423,19,"[(15, 10), (10, 9), (10, 2), (2, 6), (6, 1), (1, 11), (3, 4), (11, 3), (3, 16), (16, 8), (3, 14), (18, 19), (18, 12), (13, 7), (12, 13), (11, 18), (18, 17), (15, 5)]",15
Portuguese,425,33,"[(24, 15), (1, 24), (20, 30), (20, 17), (24, 20), (20, 29), (20, 18), (18, 16), (23, 33), (16, 23), (1, 2), (2, 6), (6, 25), (25, 7), (13, 26), (5, 12), (13, 5), (22, 19), (5, 22), (22, 4), (4, 11), (11, 14), (1, 13), (13, 31), (31, 8), (8, 10), (21, 9), (10, 21), (21, 28), (27, 3), (28, 27), (27, 32)]",1
Portuguese,428,31,"[(20, 19), (23, 20), (20, 5), (15, 1), (5, 15), (11, 26), (11, 29), (23, 11), (11, 24), (13, 21), (24, 13), (13, 27), (13, 30), (4, 28), (4, 17), (13, 4), (4, 18), (12, 16), (18, 12), (8, 31), (3, 9), (8, 3), (3, 25), (25, 22), (23, 8), (8, 2), (8, 14), (14, 10), (6, 7), (10, 6)]",23
Portuguese,430,18,"[(8, 10), (16, 8), (8, 15), (15, 9), (9, 18), (18, 1), (7, 5), (1, 7), (16, 4), (2, 12), (12, 6), (4, 2), (2, 17), (17, 3), (3, 14), (16, 13), (13, 11)]",16
Portuguese,434,17,"[(5, 14), (2, 5), (5, 12), (7, 17), (12, 7), (2, 6), (10, 16), (6, 10), (10, 15), (9, 8), (2, 9), (9, 4), (13, 3), (4, 13), (13, 1), (13, 11)]",2
Portuguese,435,15,"[(8, 2), (5, 8), (1, 11), (1, 9), (8, 1), (15, 7), (5, 15), (15, 10), (3, 12), (15, 3), (3, 14), (6, 13), (14, 6), (6, 4)]",5
Portuguese,436,25,"[(1, 7), (17, 1), (1, 20), (22, 3), (20, 22), (13, 17), (23, 21), (13, 23), (23, 24), (9, 14), (24, 9), (24, 18), (18, 4), (16, 12), (4, 16), (18, 15), (6, 2), (15, 6), (6, 5), (11, 10), (15, 11), (8, 19), (11, 8), (8, 25)]",13
Portuguese,437,18,"[(17, 12), (14, 17), (17, 7), (17, 11), (13, 2), (11, 13), (13, 6), (3, 15), (6, 3), (8, 4), (8, 10), (1, 9), (8, 1), (9, 5), (14, 8), (16, 18), (8, 16)]",14
Portuguese,440,33,"[(30, 21), (10, 30), (30, 15), (30, 6), (2, 25), (6, 2), (2, 19), (22, 13), (19, 22), (27, 14), (6, 27), (12, 11), (27, 12), (23, 20), (10, 23), (10, 17), (17, 31), (31, 32), (10, 7), (7, 26), (26, 33), (7, 18), (18, 9), (9, 3), (10, 24), (8, 16), (24, 8), (8, 5), (29, 4), (5, 29), (29, 28), (28, 1)]",10
Portuguese,444,22,"[(13, 17), (1, 13), (13, 15), (14, 16), (15, 14), (1, 18), (18, 4), (4, 6), (6, 10), (3, 22), (10, 3), (3, 5), (3, 9), (9, 8), (8, 12), (1, 11), (2, 19), (21, 2), (11, 21), (21, 7), (7, 20)]",1
Portuguese,445,48,"[(5, 47), (5, 22), (42, 5), (5, 36), (42, 34), (39, 4), (34, 39), (5, 17), (41, 13), (17, 41), (14, 15), (41, 14), (21, 12), (14, 21), (25, 2), (21, 25), (29, 43), (29, 38), (25, 29), (29, 30), (30, 37), (37, 20), (20, 7), (32, 11), (7, 32), (23, 28), (37, 23), (23, 35), (27, 44), (35, 27), (27, 24), (42, 9), (9, 6), (6, 33), (9, 16), (1, 46), (16, 1), (1, 40), (48, 18), (40, 48), (1, 45), (45, 31), (45, 8), (8, 26), (10, 3), (8, 10), (10, 19)]",42
Portuguese,446,8,"[(2, 8), (1, 2), (2, 4), (3, 6), (4, 3), (1, 5), (5, 7)]",1
Portuguese,449,13,"[(13, 1), (4, 13), (13, 11), (6, 12), (4, 6), (4, 7), (3, 9), (7, 3), (3, 2), (5, 10), (2, 5), (5, 8)]",4
Portuguese,450,6,"[(3, 6), (1, 3), (3, 2), (4, 5), (3, 4)]",1
Portuguese,452,7,"[(2, 3), (6, 5), (3, 6), (6, 4), (7, 1), (4, 7)]",2
Portuguese,453,16,"[(4, 16), (7, 4), (7, 15), (7, 14), (14, 1), (1, 3), (14, 10), (10, 8), (6, 11), (9, 13), (6, 9), (9, 12), (10, 6), (6, 2), (2, 5)]",7
Portuguese,457,12,"[(12, 8), (8, 11), (12, 6), (12, 1), (1, 7), (10, 4), (7, 10), (10, 5), (3, 9), (5, 3), (3, 2)]",12
Portuguese,459,17,"[(17, 9), (15, 17), (17, 13), (15, 7), (10, 8), (15, 10), (10, 11), (10, 14), (16, 2), (14, 16), (16, 4), (15, 12), (3, 5), (6, 3), (12, 6), (6, 1)]",15
Portuguese,462,22,"[(7, 5), (13, 7), (7, 20), (1, 22), (20, 1), (9, 2), (9, 18), (7, 9), (9, 16), (17, 19), (16, 17), (13, 3), (3, 21), (21, 14), (14, 12), (3, 6), (4, 10), (6, 4), (4, 8), (15, 11), (8, 15)]",13
Portuguese,463,23,"[(8, 13), (13, 14), (8, 1), (6, 19), (1, 6), (6, 5), (8, 23), (23, 20), (10, 2), (20, 10), (10, 12), (8, 4), (4, 3), (8, 17), (7, 15), (17, 7), (7, 21), (21, 22), (22, 11), (22, 18), (16, 9), (18, 16)]",8
Portuguese,464,15,"[(7, 4), (7, 11), (7, 12), (7, 6), (6, 2), (2, 3), (8, 10), (8, 9), (2, 8), (8, 5), (13, 1), (5, 13), (13, 14), (14, 15)]",7
Portuguese,465,16,"[(3, 11), (15, 3), (3, 10), (9, 1), (15, 9), (9, 14), (15, 7), (4, 5), (5, 13), (7, 4), (4, 16), (16, 2), (2, 12), (8, 6), (12, 8)]",15
Portuguese,471,24,"[(3, 18), (18, 21), (21, 7), (17, 12), (7, 17), (3, 2), (2, 6), (20, 10), (2, 20), (20, 8), (8, 16), (16, 13), (22, 24), (23, 19), (22, 23), (22, 14), (16, 22), (22, 11), (11, 5), (9, 1), (5, 9), (9, 15), (15, 4)]",3
Portuguese,472,30,"[(20, 29), (16, 20), (20, 27), (27, 14), (16, 23), (16, 21), (21, 28), (15, 7), (28, 15), (15, 5), (18, 30), (5, 18), (16, 25), (25, 2), (21, 6), (11, 8), (11, 3), (6, 11), (4, 9), (12, 24), (4, 12), (19, 26), (12, 19), (4, 22), (11, 4), (4, 13), (13, 10), (1, 17), (10, 1)]",16
Portuguese,473,18,"[(11, 15), (17, 6), (12, 17), (17, 13), (15, 12), (12, 7), (7, 3), (11, 10), (10, 8), (5, 18), (10, 5), (5, 1), (9, 4), (1, 9), (9, 16), (11, 14), (14, 2)]",11
Portuguese,475,21,"[(9, 14), (11, 20), (14, 11), (16, 2), (9, 16), (15, 7), (15, 12), (12, 19), (19, 5), (16, 15), (15, 8), (8, 21), (21, 10), (13, 17), (10, 13), (15, 3), (18, 1), (3, 18), (18, 4), (4, 6)]",9
Portuguese,476,21,"[(4, 19), (19, 11), (11, 14), (4, 5), (21, 12), (5, 21), (1, 3), (4, 1), (4, 10), (4, 8), (20, 18), (8, 20), (20, 15), (15, 16), (16, 17), (16, 9), (9, 2), (2, 6), (13, 7), (6, 13)]",4
Portuguese,477,20,"[(5, 20), (15, 5), (15, 7), (15, 2), (2, 11), (9, 19), (11, 9), (9, 13), (1, 10), (13, 1), (4, 17), (9, 4), (4, 8), (8, 18), (16, 6), (3, 16), (18, 3), (3, 12), (12, 14)]",15
Portuguese,480,23,"[(2, 6), (5, 2), (2, 3), (2, 15), (15, 21), (18, 16), (5, 18), (19, 7), (18, 19), (10, 17), (19, 10), (22, 9), (10, 22), (8, 4), (22, 8), (14, 20), (8, 14), (14, 1), (11, 13), (11, 23), (14, 11), (11, 12)]",5
Portuguese,481,31,"[(7, 14), (20, 7), (7, 22), (20, 26), (12, 17), (26, 12), (12, 23), (23, 16), (29, 5), (16, 29), (29, 19), (29, 4), (29, 1), (1, 8), (31, 24), (8, 31), (31, 10), (2, 6), (10, 2), (2, 28), (27, 15), (28, 27), (27, 3), (1, 11), (21, 25), (11, 21), (21, 18), (30, 13), (18, 30), (30, 9)]",20
Portuguese,482,42,"[(5, 40), (19, 29), (40, 19), (19, 33), (1, 6), (33, 1), (19, 12), (12, 25), (25, 41), (19, 35), (35, 9), (11, 17), (5, 11), (11, 27), (11, 36), (5, 34), (5, 4), (2, 23), (4, 2), (10, 15), (15, 3), (3, 37), (10, 21), (21, 26), (18, 8), (26, 18), (10, 20), (5, 10), (7, 16), (10, 7), (7, 13), (7, 22), (7, 28), (28, 14), (14, 31), (32, 42), (31, 32), (7, 30), (24, 39), (30, 24), (24, 38)]",5
Portuguese,484,51,"[(10, 15), (15, 5), (5, 17), (24, 8), (15, 24), (24, 46), (29, 26), (10, 29), (27, 6), (29, 27), (33, 28), (27, 33), (33, 31), (12, 32), (31, 12), (44, 43), (10, 44), (44, 40), (3, 36), (40, 3), (14, 22), (44, 14), (14, 23), (14, 7), (7, 1), (1, 50), (35, 39), (50, 35), (35, 37), (19, 41), (37, 19), (10, 34), (34, 48), (48, 49), (42, 4), (49, 42), (42, 2), (13, 30), (2, 13), (45, 18), (42, 45), (45, 51), (20, 25), (51, 20), (45, 21), (21, 38), (38, 47), (16, 11), (16, 9), (47, 16)]",10
Portuguese,485,35,"[(11, 25), (8, 11), (11, 27), (14, 23), (27, 14), (8, 33), (33, 21), (21, 18), (18, 17), (17, 1), (29, 35), (1, 29), (21, 24), (24, 6), (28, 2), (28, 3), (3, 13), (28, 9), (6, 28), (28, 15), (22, 20), (15, 22), (22, 12), (31, 7), (12, 31), (28, 10), (10, 34), (34, 16), (32, 30), (10, 32), (32, 26), (32, 5), (19, 4), (5, 19)]",8
Portuguese,487,23,"[(13, 4), (21, 13), (13, 15), (13, 18), (7, 23), (18, 7), (7, 8), (6, 22), (8, 6), (11, 1), (21, 11), (11, 3), (12, 9), (3, 12), (12, 10), (14, 16), (10, 14), (2, 17), (11, 2), (20, 19), (2, 20), (20, 5)]",21
Portuguese,489,18,"[(5, 6), (5, 1), (4, 18), (4, 16), (5, 4), (4, 9), (4, 12), (13, 8), (12, 13), (13, 17), (15, 10), (17, 15), (3, 7), (3, 14), (13, 3), (3, 2), (2, 11)]",5
Portuguese,490,35,"[(11, 6), (6, 2), (2, 18), (18, 23), (11, 34), (28, 4), (34, 28), (11, 22), (22, 10), (10, 1), (11, 31), (5, 3), (31, 5), (33, 30), (11, 33), (33, 32), (15, 17), (32, 15), (15, 8), (9, 19), (8, 9), (9, 24), (21, 16), (24, 21), (33, 12), (13, 25), (12, 13), (12, 14), (14, 26), (26, 20), (26, 29), (35, 7), (29, 35), (35, 27)]",11
Portuguese,491,26,"[(14, 22), (14, 12), (11, 20), (12, 11), (10, 26), (14, 10), (10, 16), (24, 25), (16, 24), (24, 19), (9, 4), (16, 9), (23, 17), (23, 3), (9, 23), (1, 2), (2, 18), (9, 1), (21, 8), (21, 6), (1, 21), (21, 13), (7, 15), (13, 7), (7, 5)]",14
Portuguese,495,22,"[(9, 1), (7, 9), (9, 17), (17, 12), (9, 19), (3, 2), (19, 3), (9, 6), (6, 14), (14, 8), (21, 16), (21, 11), (7, 21), (21, 22), (21, 5), (4, 18), (5, 4), (21, 15), (15, 20), (20, 10), (20, 13)]",7
Portuguese,500,41,"[(9, 33), (33, 18), (9, 36), (3, 17), (3, 25), (38, 3), (21, 31), (21, 34), (3, 21), (36, 38), (38, 5), (5, 41), (41, 24), (28, 11), (24, 28), (41, 35), (26, 15), (35, 26), (13, 10), (13, 22), (16, 20), (22, 16), (16, 37), (6, 23), (37, 6), (6, 29), (16, 8), (8, 14), (27, 12), (13, 27), (27, 30), (30, 40), (40, 19), (40, 39), (7, 4), (39, 7), (5, 13), (32, 1), (13, 2), (2, 32)]",9
Portuguese,501,21,"[(2, 13), (1, 2), (2, 6), (6, 14), (18, 21), (14, 18), (18, 16), (1, 3), (1, 4), (4, 17), (17, 11), (19, 9), (17, 19), (19, 15), (4, 10), (8, 12), (10, 8), (8, 7), (5, 20), (7, 5)]",1
Portuguese,504,12,"[(5, 8), (2, 12), (8, 2), (2, 10), (10, 11), (6, 4), (6, 3), (11, 6), (5, 9), (7, 1), (9, 7)]",5
Portuguese,512,19,"[(5, 15), (5, 11), (5, 4), (11, 10), (8, 9), (10, 8), (1, 17), (8, 1), (8, 7), (16, 14), (16, 6), (7, 16), (18, 2), (18, 19), (18, 12), (8, 18), (18, 13), (13, 3)]",5
Portuguese,516,27,"[(5, 22), (5, 18), (27, 4), (18, 27), (27, 19), (19, 20), (20, 11), (27, 24), (24, 16), (9, 14), (16, 9), (9, 17), (7, 25), (27, 7), (7, 26), (26, 10), (12, 15), (10, 12), (12, 23), (23, 1), (26, 3), (3, 21), (3, 8), (8, 2), (13, 6), (8, 13)]",5
Portuguese,517,14,"[(7, 12), (12, 13), (13, 10), (7, 3), (7, 8), (7, 9), (1, 4), (9, 1), (1, 11), (11, 6), (6, 2), (11, 14), (14, 5)]",7
Portuguese,519,19,"[(16, 10), (10, 11), (16, 7), (16, 12), (12, 18), (16, 14), (2, 4), (2, 3), (14, 2), (8, 13), (2, 8), (8, 19), (19, 1), (15, 17), (1, 15), (15, 5), (6, 9), (5, 6)]",16
Portuguese,524,21,"[(19, 17), (11, 19), (11, 8), (11, 18), (13, 4), (18, 13), (5, 20), (13, 5), (5, 1), (10, 6), (1, 10), (14, 3), (9, 15), (14, 9), (9, 2), (5, 14), (16, 21), (14, 16), (14, 7), (7, 12)]",11
Portuguese,525,20,"[(16, 10), (16, 12), (2, 1), (2, 18), (16, 2), (7, 6), (16, 7), (7, 5), (5, 3), (3, 8), (8, 13), (14, 19), (7, 14), (20, 15), (20, 11), (20, 17), (7, 20), (9, 4), (20, 9)]",16
Portuguese,527,21,"[(4, 18), (10, 4), (10, 6), (8, 5), (10, 8), (8, 21), (8, 11), (16, 1), (11, 16), (16, 13), (15, 3), (10, 15), (15, 20), (15, 17), (7, 9), (15, 7), (14, 2), (7, 14), (14, 19), (19, 12)]",10
Portuguese,528,10,"[(6, 4), (6, 3), (3, 8), (6, 5), (5, 9), (9, 10), (7, 2), (5, 7), (7, 1)]",6
Portuguese,529,45,"[(8, 14), (24, 8), (8, 3), (8, 41), (41, 25), (19, 1), (25, 19), (4, 15), (24, 4), (4, 9), (33, 16), (33, 6), (9, 33), (33, 44), (44, 34), (33, 29), (29, 13), (13, 22), (33, 35), (35, 17), (17, 11), (27, 32), (27, 5), (33, 27), (27, 43), (7, 45), (43, 7), (7, 12), (12, 37), (33, 40), (42, 2), (40, 42), (42, 21), (21, 20), (42, 39), (36, 31), (39, 36), (10, 18), (10, 26), (10, 28), (4, 10), (10, 38), (10, 30), (30, 23)]",24
Portuguese,530,29,"[(11, 14), (7, 11), (11, 19), (11, 16), (8, 15), (16, 8), (7, 22), (7, 18), (21, 9), (21, 20), (7, 21), (21, 29), (29, 23), (2, 6), (23, 2), (2, 28), (2, 25), (2, 1), (13, 26), (1, 13), (13, 4), (12, 24), (4, 12), (13, 3), (5, 10), (10, 17), (23, 5), (5, 27)]",7
Portuguese,531,21,"[(4, 13), (17, 4), (4, 18), (17, 2), (2, 6), (21, 14), (6, 21), (12, 15), (2, 12), (16, 9), (12, 16), (16, 1), (19, 7), (1, 19), (19, 20), (11, 8), (20, 11), (11, 3), (11, 10), (10, 5)]",17
Portuguese,532,24,"[(7, 24), (8, 13), (7, 8), (6, 7), (7, 14), (7, 11), (7, 1), (10, 19), (1, 10), (6, 2), (2, 3), (22, 21), (3, 22), (22, 17), (17, 15), (15, 12), (2, 9), (23, 16), (9, 23), (23, 5), (5, 4), (2, 18), (18, 20)]",6
Portuguese,533,26,"[(5, 20), (14, 5), (5, 26), (26, 23), (23, 9), (22, 21), (5, 22), (22, 15), (11, 8), (15, 11), (11, 12), (12, 19), (4, 7), (14, 4), (4, 13), (18, 16), (13, 18), (18, 17), (17, 1), (4, 2), (2, 6), (2, 24), (25, 3), (24, 25), (25, 10)]",14
Portuguese,535,21,"[(18, 16), (18, 3), (11, 18), (18, 15), (2, 5), (15, 2), (9, 8), (11, 9), (1, 7), (10, 19), (10, 12), (21, 14), (10, 21), (1, 10), (10, 4), (17, 6), (17, 20), (4, 17), (11, 1), (1, 13)]",11
Portuguese,538,26,"[(15, 18), (18, 23), (23, 24), (15, 4), (26, 14), (15, 26), (26, 1), (5, 2), (1, 5), (21, 17), (21, 9), (5, 21), (15, 20), (10, 13), (20, 10), (10, 7), (3, 11), (7, 3), (20, 6), (12, 22), (6, 12), (12, 8), (16, 19), (8, 16), (16, 25)]",15
Portuguese,539,19,"[(9, 15), (7, 13), (12, 7), (9, 12), (9, 5), (1, 16), (5, 1), (1, 8), (8, 14), (17, 4), (14, 17), (17, 6), (17, 11), (11, 18), (18, 3), (19, 10), (19, 2), (3, 19)]",9
Portuguese,540,15,"[(10, 13), (13, 4), (4, 3), (10, 1), (10, 15), (15, 9), (11, 14), (14, 7), (7, 12), (9, 11), (11, 5), (8, 2), (8, 6), (5, 8)]",10
Portuguese,542,5,"[(5, 2), (5, 4), (3, 1), (4, 3)]",5
Portuguese,545,30,"[(27, 21), (21, 30), (19, 2), (27, 19), (19, 15), (6, 26), (26, 16), (11, 6), (15, 11), (11, 9), (14, 18), (9, 14), (13, 3), (27, 13), (27, 7), (8, 17), (7, 8), (8, 22), (22, 20), (20, 5), (27, 29), (29, 10), (4, 23), (10, 4), (29, 12), (12, 28), (1, 24), (25, 1), (12, 25)]",27
Portuguese,547,30,"[(12, 7), (3, 12), (12, 22), (12, 5), (1, 20), (5, 1), (1, 10), (16, 18), (10, 16), (3, 19), (19, 29), (29, 15), (15, 9), (29, 26), (26, 23), (2, 13), (19, 2), (2, 25), (6, 14), (2, 6), (6, 4), (28, 30), (28, 8), (6, 28), (28, 27), (11, 21), (21, 24), (27, 11), (11, 17)]",3
Portuguese,548,17,"[(6, 16), (1, 6), (6, 14), (1, 7), (7, 8), (8, 15), (13, 4), (15, 13), (13, 2), (11, 3), (2, 11), (17, 9), (2, 17), (5, 12), (17, 5), (5, 10)]",1
